Report Number,Offense Number,Related Reports,Date/Time Dispatched,Date/Time Arrived,Incident Type,Incident Code,Force Used,Offense,Crime Class,Offense Flags,Section,Disposition,Domestic Violence,Location Beat,Location Type,Suspect Races,Suspect Juvenile,Suspect Hospitalization,Date/Time Created,Date/Time Last Update
21352679,001,,2021-08-18 17:23:40,2021-08-18 17:25:03,All Other Offenses,90Z,No,CPD 3,MD,None of these Apply,HRS 708-0822,Adult Complaint Withdrawn,No,657,Hwy/Street/Road/Alley/Sidewalk,,Unknown,No,2021-08-18 17:19:33,2021-09-18 17:32:03
21354094,001,,,,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,258,Cyberspace,,Unknown,No,2021-08-19 16:01:11,2021-09-20 13:57:09
21354057,001,,2021-08-19 15:18:14,,Larceny / All Other Larceny,23H,No,THEFT 4,PM,None of these Apply,HRS 708-0833,Adult Complaint Withdrawn,No,569,Residence/Home,Unknown,Unknown,No,2021-08-19 14:54:27,2021-08-25 08:53:30
21217661,003,21217669,2021-05-22 09:11:26,2021-05-22 09:14:04,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Unfounded,No,559,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-05-22 08:51:46,2021-09-13 07:55:24
21354069,001,,2021-08-19 15:03:58,,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,473,Other/Unknown - Residence,Unknown,Unknown,No,2021-08-19 14:54:50,2021-08-24 11:32:31
21354169,001,,2021-08-19 17:06:54,2021-08-19 17:06:54,,,No,DRIV-LIC REVOKE-PM,PM,None of these Apply,HRS 291E-0062,Citation Issued,No,168,Hwy/Street/Road/Alley/Sidewalk,Micronesian,No,No,2021-08-19 17:06:54,2021-08-19 17:26:43
21354137,001,,2021-08-19 16:35:31,2021-08-19 16:35:31,Liquor Law Violations,90G,No,INTOX. LIQUOR IN PUBLIC,PM,None of these Apply,RO 40-01.02,Citation Issued,No,660,Hwy/Street/Road/Alley/Sidewalk,White,No,No,2021-08-19 16:35:31,2021-08-19 20:36:57
21354148,001,,2021-08-19 16:46:27,2021-08-19 16:46:27,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,660,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-19 16:41:23,2021-08-27 09:46:45
21352994,001,21353004,2021-08-18 21:37:13,2021-08-18 21:38:00,Destruction/Damage/Vandalism of Property,290,No,CPD 1,FB,None of these Apply,HRS 708-0820,Adult Complaint Withdrawn,No,471,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-18 21:34:39,2021-09-16 10:20:49
21354216,001,,2021-08-19 17:40:58,2021-08-19 17:40:58,Larceny / Theft of Motor Vehicle Parts or Accessories,23G,No,THEFT 4 - CATALYTIC CONVERTER,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,176,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-19 17:30:39,2021-09-10 07:58:32
21353895,001,,2021-08-19 12:31:18,2021-08-19 12:31:43,Simple Assault,13B,No,ASSAULT 2,FC,None of these Apply,HRS 707-0711,Juvi Complaint Withdrawn,No,872,School - Elem/Middle/High,Samoan,Yes,No,2021-08-19 12:25:12,2021-11-06 20:23:58
21354096,001,,2021-08-19 15:39:46,,Motor Vehicle Theft,240,No,THEFT 2 - AUTO,FC,None of these Apply,HRS 708-0831,Adult Complaint Withdrawn,No,570,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-19 15:33:23,2021-09-24 22:08:44
21354187,001,21354177,2021-08-19 17:08:21,2021-08-19 17:11:27,All Other Offenses,90Z,No,DANGEROUS DOGS - PROHIB. ACTS,PM,None of these Apply,RO 07-07.02,Prosecutors / Victim Kokua,No,152,Hwy/Street/Road/Alley/Sidewalk,Unknown,No,No,2021-08-19 17:06:35,2021-08-19 21:58:53
21354218,001,21386958,2021-08-19 17:25:41,2021-08-19 17:26:54,Larceny / All Other Larceny,23H,No,THEFT 4,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,559,Residence/Home,Unknown,Unknown,No,2021-08-19 17:20:25,2021-09-27 12:34:16
21354135,001,,2021-08-19 16:13:26,2021-08-19 16:27:51,Simple Assault,13B,No,ASSAULT 3,MD,Domestic Relationship,HRS 707-0712,Adult Arrested / Charged,Yes - Non Intimate,450,Residence/Home,White,No,No,2021-08-19 16:11:18,2021-09-13 13:29:15
21354207,001,,2021-08-19 17:28:46,2021-08-19 17:32:48,Aggravated Assault,13A,No,TERR THREAT 1,FC,None of these Apply,HRS 707-0716,Adult Complaint Withdrawn,No,854,Parking/Drop Lot/Garage,Samoan,Unknown,No,2021-08-19 17:24:22,2021-09-16 10:11:39
21337811,002,,2021-08-08 14:49:56,2021-08-08 14:50:53,All Other Offenses,90Z,No,ACCIDENTS INVOLVING BODILY INJURY,MD,None of these Apply,HRS 291C-0012.6,Adult Complaint Withdrawn,No,559,Hwy/Street/Road/Alley/Sidewalk,,Unknown,No,2021-08-08 14:46:26,2021-08-22 16:33:19
21353324,002,,2021-08-19 06:20:24,2021-08-19 06:20:24,Credit Card/Automated Teller Machine Fraud,26B,No,FUCC,MD,None of these Apply,HRS 708-8100,Pending Further Development,No,566,Other/Unknown - Non Residence,Unknown,Unknown,No,2021-08-19 06:20:24,2021-09-08 14:04:50
21354207,002,,2021-08-19 17:28:46,2021-08-19 17:32:48,Weapon Law Violations,520,No,RECK ENDNGR 2,MD,None of these Apply,HRS 707-0714,Adult Complaint Withdrawn,No,854,Parking/Drop Lot/Garage,Samoan,Unknown,No,2021-08-19 17:24:22,2021-09-16 10:11:39
21352731,001,,2021-08-18 17:51:19,2021-08-18 17:55:22,All Other Offenses,90Z,No,CPD 3,MD,None of these Apply,HRS 708-0822,Pending Further Development,No,660,Park/Playground,Unknown,Unknown,No,2021-08-18 17:49:29,2021-08-24 10:37:24
21354257,001,,2021-08-19 17:50:55,2021-08-19 17:55:20,Motor Vehicle Theft,240,No,THEFT 3 - MOPED,MD,None of these Apply,HRS 708-0832,Pending Further Development,No,180,Shopping Mall,Samoan,No,No,2021-08-19 17:47:11,2021-11-05 07:07:33
21354097,001,"21354098,21354099",,,All Other Offenses,90Z,No,PARK RULES OTHER,PM,None of these Apply,RO 10-01.02,Citation Issued,No,870,Park/Playground,White,No,No,2021-08-19 16:04:28,2021-08-25 07:49:59
21354285,001,,2021-08-19 18:29:36,2021-08-19 18:29:36,Aggravated Assault,13A,No,ASSAULT 2,FC,None of these Apply,HRS 707-0711,Adult Complaint Withdrawn,No,375,Hwy/Street/Road/Alley/Sidewalk,Micronesian,Unknown,No,2021-08-19 18:29:36,2021-10-13 08:46:07
21354098,001,"21354097,21354099",,,All Other Offenses,90Z,No,STORED  PROPERTY,VL,None of these Apply,RO 29-19.03,Citation Issued,No,870,Park/Playground,White,No,No,2021-08-19 16:04:28,2021-08-25 07:50:29
21353844,002,,2021-08-19 12:56:30,2021-08-19 13:02:23,Credit Card/Automated Teller Machine Fraud,26B,No,FUCC,FC,None of these Apply,HRS 708-8100,Open,No,154,Residence/Home,Unknown,Unknown,No,2021-08-19 12:50:43,2021-09-03 11:38:21
21354099,001,"21354097,21354098",,,All Other Offenses,90Z,No,STORED  PROPERTY,VL,None of these Apply,RO 29-19.03,Citation Issued,No,870,Park/Playground,Chinese,No,No,2021-08-19 16:04:28,2021-08-25 07:51:09
21354303,001,,2021-08-19 18:59:53,2021-08-19 18:59:53,Larceny / Theft of Motor Vehicle Parts or Accessories,23G,No,THEFT 4 - CATALYTIC CONVERTER,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,870,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-19 18:54:10,2021-09-01 14:49:34
21354303,002,,2021-08-19 18:59:53,2021-08-19 18:59:53,Larceny / Theft of Motor Vehicle Parts or Accessories,23G,No,THEFT 4 - CATALYTIC CONVERTER,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,870,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-19 18:54:10,2021-09-01 14:49:34
21354322,001,,2021-08-19 18:22:19,,Simple Assault,13B,No,ABUSE FAMILY,MD,Domestic Relationship,HRS 709-0906,Prosecutors / Victim Kokua,Yes - Non Intimate,877,Residence/Home,Unknown,No,No,2021-08-19 18:17:23,2021-11-12 11:48:22
21354210,001,,2021-08-19 17:25:53,2021-08-19 17:33:30,Aggravated Assault,13A,No,ASSAULT 2,FC,None of these Apply,HRS 707-0711,Open,No,566,Hwy/Street/Road/Alley/Sidewalk,Micronesian,No,No,2021-08-19 17:23:31,2021-08-20 13:22:48
21349445,001,,2021-08-16 14:19:26,2021-08-16 14:33:38,Simple Assault,13B,No,ASSAULT 3,MD,None of these Apply,HRS 707-0712,Juvi Arrested / Charged,No,856,Store - Specialty,Black,Yes,No,2021-08-16 14:14:34,2021-11-06 15:05:24
21354335,001,,2021-08-19 19:04:08,2021-08-19 19:04:44,Motor Vehicle Theft,240,No,THEFT 2 - MOPED,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,260,Store - Liquor,Unknown,Unknown,No,2021-08-19 19:00:13,2021-09-17 08:37:22
21354368,001,,2021-08-19 19:44:48,2021-08-19 19:44:48,Larceny / All Other Larceny,23H,No,THEFT 4,PM,None of these Apply,HRS 708-0833,Adult Complaint Withdrawn,No,571,Residence/Home,Unknown,Unknown,No,2021-08-19 19:16:02,2021-08-24 10:37:33
21354396,001,,,,Simple Assault,13B,No,ASSAULT 3,MD,None of these Apply,HRS 707-0712,Open,No,562,Hwy/Street/Road/Alley/Sidewalk,"Micronesian,Samoan",Unknown,No,2021-08-19 20:02:21,2021-08-19 20:52:06
21354150,001,,2021-08-19 16:12:10,2021-08-19 16:16:52,Credit Card/Automated Teller Machine Fraud,26B,No,FUCC,MD,None of these Apply,HRS 708-8100,Pending Further Development,No,563,Store - Grocery/Supermarket,Unknown,Unknown,No,2021-08-19 16:03:57,2021-11-05 14:25:59
21354400,001,,2021-08-19 20:08:39,2021-08-19 20:08:39,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,755,Store - Specialty,Unknown,Unknown,No,2021-08-19 19:59:56,2021-08-27 14:26:47
21354116,001,,2021-08-19 16:10:47,2021-08-19 16:12:58,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,260,Store - Grocery/Supermarket,Unknown,Unknown,No,2021-08-19 16:07:51,2021-09-14 11:30:05
21354090,001,,2021-08-19 15:36:40,2021-08-19 15:41:35,Destruction/Damage/Vandalism of Property,290,No,BURGLARY 2,FC,None of these Apply,HRS 708-0811,Pending Further Development,No,178,Restaurant,Unknown,Unknown,No,2021-08-19 15:30:59,2021-08-24 14:14:58
21354365,001,21354371,2021-08-19 19:08:57,2021-08-19 19:20:02,Larceny / All Other Larceny,23H,No,THEFT 4,PM,None of these Apply,HRS 708-0833,Juvi Arrested / Charged,No,351,Store - Department/Discount,Micronesian,Yes,No,2021-08-19 18:58:22,2021-09-03 07:33:05
21354260,001,,2021-08-19 17:53:22,2021-08-19 17:59:25,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Adult Complaint Withdrawn,No,875,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-19 17:51:26,2021-08-20 15:50:45
21354361,001,,2021-08-19 18:49:29,2021-08-19 19:29:10,Simple Assault,13B,No,ASSAULT 3,MD,None of these Apply,HRS 707-0712,Juvi Arrested / Charged,No,455,Jail/Prison/Pens/Corrections,Micronesian,Yes,No,2021-08-19 18:42:30,2021-09-02 09:05:31
21354369,001,,2021-08-19 19:20:00,2021-08-19 19:27:39,Simple Assault,13B,No,ABUSE FAMILY,FC,Domestic Relationship,HRS 709-0906,Adult Arrested / Charged,Yes - Intimate,850,Hwy/Street/Road/Alley/Sidewalk,White,No,Yes,2021-08-19 19:16:54,2021-08-24 13:26:13
21354387,001,,2021-08-19 19:49:33,2021-08-19 19:52:42,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,176,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-19 19:43:25,2021-08-24 11:30:50
21354281,001,,2021-08-19 18:21:25,2021-08-19 18:28:36,Larceny / All Other Larceny,23H,No,THEFT 3,MD,None of these Apply,HRS 708-0832,Pending Further Development,No,180,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-19 18:07:39,2021-09-16 11:22:17
21354096,002,,2021-08-19 15:39:46,,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Adult Complaint Withdrawn,No,570,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-19 15:33:23,2021-09-24 22:08:44
21354448,001,,2021-08-19 20:46:48,2021-08-19 20:46:48,Larceny / All Other Larceny,23H,No,THEFT 4 - BIKE,PM,None of these Apply,HRS 708-0833,Adult Complaint Withdrawn,No,870,Hotel/Motel/Etc,Unknown,Unknown,No,2021-08-19 20:41:57,2021-08-19 21:41:33
21354449,001,,2021-08-19 20:32:12,2021-08-19 20:41:12,Drug/Narcotic Violations,35A,No,PRO DET DRUG 3,PM,None of these Apply,HRS 712-1249,Adult Admin Closing,No,467,Residence/Home,Unknown,Unknown,No,2021-08-19 20:30:14,2021-09-27 12:29:29
21354462,001,,2021-08-19 20:52:03,2021-08-19 20:52:35,Simple Assault,13B,No,ASSAULT 3,MD,None of these Apply,HRS 707-0712,Adult Complaint Withdrawn,No,755,Hwy/Street/Road/Alley/Sidewalk,Unknown,No,No,2021-08-19 20:48:06,2021-08-19 23:38:43
21354213,001,,2021-08-19 17:03:17,2021-08-19 17:07:59,Simple Assault,13B,No,ASSAULT 3,MD,None of these Apply,HRS 707-0712,Prosecutors / Victim Kokua,No,856,Hwy/Street/Road/Alley/Sidewalk,Unknown,No,No,2021-08-19 17:01:18,2021-11-15 09:02:03
21354257,002,,2021-08-19 17:50:55,2021-08-19 17:55:20,Stolen Property Offenses,280,Yes,UCPV 1ST,FC,None of these Apply,HRS 708-0836,Adult Arrested / Not Charged,No,178,Hwy/Street/Road/Alley/Sidewalk,Samoan,No,No,2021-08-19 17:47:11,2021-11-05 07:07:33
21354257,003,,2021-08-19 17:50:55,2021-08-19 17:55:20,Drug/Narcotic Violations,35A,Yes,PRO DANG DRUG 3,FC,None of these Apply,HRS 712-1243,Adult Arrested / Not Charged,No,178,Hwy/Street/Road/Alley/Sidewalk,Samoan,No,No,2021-08-19 17:47:11,2021-11-05 07:07:33
21354489,001,,2021-08-19 20:21:35,2021-08-19 20:25:22,Simple Assault,13B,No,ASSAULT 3,PM,None of these Apply,HRS 707-0712,Prosecutors / Victim Kokua,No,763,Residence/Home,Unknown,No,No,2021-08-19 20:20:01,2021-08-20 16:35:34
21354427,001,,2021-08-19 20:03:16,2021-08-19 20:18:00,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Adult Complaint Withdrawn,No,871,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-19 19:56:19,2021-09-08 08:03:49
21353489,001,,2021-08-19 08:29:25,2021-08-19 08:39:43,Larceny / All Other Larceny,23H,No,THEFT 3,MD,None of these Apply,HRS 708-0832,Adult Complaint Withdrawn,No,563,Commercial/Office Building,White,No,No,2021-08-19 08:25:26,2021-10-12 14:43:05
21354458,001,"21354474,21354490",2021-08-19 20:42:20,2021-08-19 20:45:18,Simple Assault,13B,No,ASSAULT 3,MD,None of these Apply,HRS 707-0712,Adult Arrested / Charged,No,567,Residence/Home,Micronesian,No,No,2021-08-19 20:40:39,2021-09-13 13:39:26
21354213,002,,2021-08-19 17:03:17,2021-08-19 17:07:59,Simple Assault,13B,No,ASSAULT 3,PM,None of these Apply,HRS 707-0712,Prosecutors / Victim Kokua,No,860,Hwy/Street/Road/Alley/Sidewalk,,Unknown,No,2021-08-19 17:01:18,2021-11-15 09:02:03
21354121,001,,2021-08-19 16:06:52,2021-08-19 16:14:32,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Open,No,180,Store - Department/Discount,Unknown,Unknown,No,2021-08-19 16:00:11,2021-09-09 14:49:36
21354505,001,,2021-08-19 21:16:15,2021-08-19 21:28:13,Simple Assault,13B,No,ASSAULT 3,MD,None of these Apply,HRS 707-0712,Adult Complaint Withdrawn,No,850,Beach/Lake/Waterway,Hispanic,Unknown,No,2021-08-19 21:13:56,2021-08-20 19:35:01
21354505,002,,2021-08-19 21:16:15,2021-08-19 21:28:13,Simple Assault,13B,No,ASSAULT 3,MD,None of these Apply,HRS 707-0712,Adult Complaint Withdrawn,No,850,Beach/Lake/Waterway,Hispanic,Unknown,No,2021-08-19 21:13:56,2021-08-20 19:35:01
21354450,002,,2021-08-19 20:35:27,2021-08-19 20:35:27,All Other Offenses,90Z,No,CRIM CONTMP CRT,MD,None of these Apply,HRS 710-1077,Adult Arrested / Charged,No,156,Government/Public Bldgs,White,No,No,2021-08-19 20:35:27,2021-09-13 13:36:44
21354503,001,,2021-08-19 21:43:55,2021-08-19 21:43:55,Larceny / All Other Larceny,23H,No,THEFT 3,MD,None of these Apply,HRS 708-0832,Pending Further Development,No,762,Residence/Home,Unknown,Unknown,No,2021-08-19 21:33:16,2021-08-26 05:24:58
21354533,001,,2021-08-19 22:27:10,2021-08-19 22:27:10,Motor Vehicle Theft,240,No,THEFT 2 - MOPED,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,752,Residence/Home,Unknown,Unknown,No,2021-08-19 22:14:13,2021-09-16 19:39:48
21354536,001,,2021-08-19 22:22:23,2021-08-19 22:25:16,Larceny / All Other Larceny,23H,No,THEFT 3,MD,None of these Apply,HRS 708-0832,Pending Further Development,No,152,Store - Department/Discount,Unknown,Unknown,No,2021-08-19 22:16:45,2021-09-08 10:01:02
21354518,001,,2021-08-19 21:56:45,2021-08-19 21:57:43,Larceny / All Other Larceny,23H,No,THEFT 4,PM,None of these Apply,HRS 708-0833,Adult Complaint Withdrawn,No,852,Residence/Home,Unknown,No,No,2021-08-19 21:15:07,2021-08-27 12:01:46
21354605,001,,2021-08-19 23:39:31,2021-08-19 23:39:31,All Other Offenses,90Z,No,FRAUD USE PLATE,VL,None of these Apply,HRS 249-0011,Citation Issued,No,553,Hwy/Street/Road/Alley/Sidewalk,Japanese,No,No,2021-08-19 23:39:31,2021-08-20 00:09:56
21354538,001,,2021-08-19 22:18:06,2021-08-19 22:27:21,Larceny / All Other Larceny,23H,No,THEFT 4,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,652,Store - Convenience,Hispanic,No,No,2021-08-19 22:16:07,2021-09-22 15:25:04
21353307,001,,2021-08-19 05:51:44,2021-08-19 05:53:01,Trespass of Real Property,90J,No,CRIMINAL TRESPASS 2,PM,None of these Apply,HRS 708-0814,Citation Issued,No,180,Shopping Mall,Black,No,No,2021-08-19 05:49:11,2021-08-21 05:04:30
21354609,001,,2021-08-19 23:26:05,2021-08-19 23:31:07,Driving Under the Influence,90D,No,OVUII PM,PM,None of these Apply,HRS 291E-0061,Adult Arrested / Charged,No,260,Hwy/Street/Road/Alley/Sidewalk,Hawaiian,No,No,2021-08-19 23:22:25,2021-11-04 12:09:14
21354618,001,21354576,2021-08-19 23:12:14,2021-08-19 23:12:20,Driving Under the Influence,90D,No,OVUII PM,PM,None of these Apply,HRS 291E-0061,Adult Arrested / Charged,No,372,Hwy/Street/Road/Alley/Sidewalk,Unknown,No,No,2021-08-19 23:08:35,2021-09-13 13:40:36
21354688,001,,2021-08-20 01:13:25,2021-08-20 01:13:25,Driving Under the Influence,90D,No,OVUII PM,PM,None of these Apply,HRS 291E-0061,Adult Arrested / Charged,No,176,Hwy/Street/Road/Alley/Sidewalk,Hawaiian,No,No,2021-08-20 01:13:25,2021-09-02 13:04:39
21354622,001,,2021-08-19 23:41:25,2021-08-19 23:41:25,All Other Offenses,90Z,No,STRUCTURE ON SIDEWALK,MD,None of these Apply,RO 29-08.01,Citation Issued,No,151,Hwy/Street/Road/Alley/Sidewalk,Hawaiian,No,No,2021-08-19 23:41:25,2021-08-20 02:39:07
21354677,001,,2021-08-20 00:57:41,2021-08-20 01:02:14,Larceny / All Other Larceny,23H,No,THEFT 3,MD,None of these Apply,HRS 708-0832,Pending Further Development,No,870,Park/Playground,Unknown,Unknown,No,2021-08-20 00:46:36,2021-09-14 09:35:49
21354609,002,,2021-08-19 23:26:05,2021-08-19 23:31:07,Liquor Law Violations,90G,No,C/P LIQ OP VEH,PM,None of these Apply,HRS 291-0003.1,Adult Arrested / Charged,No,260,Hwy/Street/Road/Alley/Sidewalk,Hawaiian,No,No,2021-08-19 23:22:25,2021-11-04 12:09:14
21354694,001,,2021-08-20 01:10:00,2021-08-20 01:14:50,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Pending Further Development,No,254,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-20 00:50:58,2021-08-25 11:48:07
21354666,001,,2021-08-19 23:57:10,2021-08-20 00:04:03,Burglary/Breaking & Entering,220,No,BURGLARY 1,FB,None of these Apply,HRS 708-0810,Pending Further Development,No,569,Residence/Home,Unknown,Unknown,No,2021-08-19 23:54:48,2021-10-07 12:57:28
21354620,001,,2021-08-19 23:03:35,2021-08-19 23:36:41,Burglary/Breaking & Entering,220,No,BURGLARY 1,FB,None of these Apply,HRS 708-0810,Pending Further Development,No,478,Other/Unknown - Residence,Unknown,Unknown,No,2021-08-19 23:00:21,2021-09-14 08:39:31
21354609,003,,2021-08-19 23:26:05,2021-08-19 23:31:07,Liquor Law Violations,90G,No,CONSUM/POSS LIQ,PM,None of these Apply,HRS 291-0003.2,Citation Issued,No,260,Hwy/Street/Road/Alley/Sidewalk,Unknown,No,No,2021-08-19 23:22:25,2021-11-04 12:09:14
21352396,002,,2021-08-18 13:58:56,,Trespass of Real Property,90J,No,CRIMINAL TRESPASS 1,MD,None of these Apply,HRS 708-0813,Adult Arrested / Charged,No,652,Hotel/Motel/Etc,White,No,No,2021-08-18 13:50:49,2021-08-24 11:38:22
21348235,001,,2021-08-15 18:16:30,2021-08-15 18:33:27,Aggravated Assault,13A,No,ASSAULT 2,FC,None of these Apply,HRS 707-0711,Pending Further Development,No,875,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-15 18:06:40,2021-09-13 16:49:40
21354752,001,,2021-08-20 01:55:25,2021-08-20 02:02:23,All Other Offenses,90Z,No,CPD 3,MD,None of these Apply,HRS 708-0822,Pending Further Development,No,570,Other/Unknown - Non Residence,Unknown,Unknown,No,2021-08-20 01:53:17,2021-08-27 10:09:46
21354749,001,"21354761,21354776",2021-08-20 02:26:28,2021-08-20 02:29:25,Weapon Law Violations,520,No,KEEP PISTOL,FB,None of these Apply,HRS 134-0025,Adult Admin Closing,No,753,Parking/Drop Lot/Garage,White,No,No,2021-08-20 02:15:11,2021-09-10 02:47:59
21354749,002,"21354761,21354776",2021-08-20 02:26:28,2021-08-20 02:29:25,Weapon Law Violations,520,No,AMMUNITION PL,MD,None of these Apply,HRS 134-0027,Adult Admin Closing,No,753,Parking/Drop Lot/Garage,White,No,No,2021-08-20 02:15:11,2021-09-10 02:47:59
21354771,001,,2021-08-20 03:41:21,2021-08-20 03:43:21,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Adult Admin Closing,No,652,Residence/Home,,Unknown,No,2021-08-20 03:37:38,2021-09-13 11:07:07
21354776,001,"21354749,21354761",2021-08-20 02:26:28,2021-08-20 02:29:25,Intimidation,13C,No,TERR THREAT 2,MD,None of these Apply,HRS 707-0717,Adult Complaint Withdrawn,No,753,Parking/Drop Lot/Garage,White,No,No,2021-08-20 02:15:11,2021-08-24 08:54:51
21354623,001,,2021-08-19 23:39:44,2021-08-19 23:43:15,Simple Assault,13B,No,ASSAULT 3,MD,None of these Apply,HRS 707-0712,Adult Admin Closing,No,857,Residence/Home,Hawaiian,No,No,2021-08-19 23:38:07,2021-10-07 12:24:50
21354796,001,"21346340,21346350,21355696",2021-08-20 04:42:59,2021-08-20 04:45:05,Burglary/Breaking & Entering,220,No,BURGLARY 2,FC,None of these Apply,HRS 708-0811,Pending Further Development,No,171,Bar/Nightclub,Unknown,Unknown,No,2021-08-20 04:41:28,2021-09-22 13:12:15
21354772,001,,2021-08-20 03:42:26,2021-08-20 03:48:12,All Other Offenses,90Z,No,CPD 3,MD,None of these Apply,HRS 708-0822,Pending Further Development,No,653,Store - Convenience,Unknown,Unknown,No,2021-08-20 03:40:18,2021-09-10 12:19:17
